,Id,Sentence,First Topic,Second Topic,Third Topic,Fourth Topic
133,IL3_NW_031234_20151109_G004030CK_segment_5,"The Children's Aid Society also emphasized that spreading the disease can be avoided and prevented by using some simple methods. For example, make sure drinking water came from a reliable water source. Disinfect reserved water before using it at home. Visit hospitals and receive appropriate treatments when a family member suffers from diarrhea and other illnesses.",Others,,,
134,IL3_DF_020008_20140220_G00400IAW_segment_62,Our life is really hard.,Others,,,
135,IL3_DF_020007_20150405_G00400E51_segment_66,The medication advertised for curing Aids might be counterfeit goods in Xinjiang market.,Others,,,
136,IL3_DF_020008_20160429_G00400K1T_segment_14,"Ah, why was my good answered deleted on Misranim?",Others,,,
137,IL3_WL_031226_20140216_G0040005V_segment_5,"My passionate tears, which I have held in my eyes, always shake my heart as if to make my feelings intoxicated. I cannot describe such feelings of mine anymore.",Others,,,
138,IL3_DF_020008_20140220_G00400IAW_segment_16,"In short, ,mighty nature punched us when we shouted at her.",Others,,,
139,IL3_DF_020008_20140225_G004001HU_segment_5,"The hometown of my grandfather, Teklimakan tarim land",Others,,,
140,IL3_DF_020007_20150405_G00400E51_segment_100,Your way of thinking like this is not negative?,Others,,,
141,IL3_WL_031229_20140225_G0040006K_segment_16,"Once more we felt that the meaning of the word ""Uyghur"" is ""the people that always stay united.""",Others,,,
142,IL3_WL_031228_20140215_G0040006G_segment_16,"Once more we felt that the meaning of the word ""Uyghur"" is ""the people that always stay united.""",Others,,,
143,IL3_NW_031214_20140215_G00400061_segment_48,Do you have any wise suggestion for this couple?,Others,,,
144,IL3_DF_020008_20160429_G00400K1T_segment_68,You ask for help from the police and journalists with a conscience.... I think you will be disappointed with them.,Others,,,
145,IL3_WL_031228_20140215_G0040006G_segment_37,"Similar to the fact that a human hand is divided into the palm and the back of the hand, everything has two sides. It's normal to see the appearance of such opinions. Only smart people with clear vision can understand these. However, everything has a limit, which can neither be exceeded or fallen short of. It's really made people a bit angry to see the immediate distribution of 2008 earthquake pictures with this earthquake in Khotan. What might be the exact reason for the appearance of such a ""clear"" conclusion that is based on such vague facts mixed with personal feelings?",Others,,,
146,IL3_WL_031229_20140225_G0040006K_segment_37,"Similar to the fact that a human hand is divided into the palm and the back of the hand, everything has two sides. It's normal to see the appearance of such opinions. Only smart people with clear vision can understand these. However, everything has a limit, which can neither be exceeded or fallen short of. It's really made people a bit angry to see the immediate distribution of 2008 earthquake pictures with this earthquake in Khotan. What might be the exact reason for the appearance of such a ""clear"" conclusion that is based on such vague facts mixed with personal feelings?",Others,,,
147,IL3_DF_020007_20150405_G00400E51_segment_67,Bilking people is increasing among Uyghurs. ............................................................................................................................,Others,,,
148,IL3_NW_031237_20160128_G004030D1_segment_4,"Mycoplasma pneumonia not only caused respiratory system infections, it also brought some secondary illnesses like infected nerve systems and cardiovascular disease. If serious, it could cause death as well.",Others,,,
149,IL3_WL_031212_20140215_G0040006J_segment_5,"My Lord Allah, reward them, said my father when he saw Metqasims and Metsidiks ( Uyghur common names in the area and the writer implies men and boys by these common names ) on the pictures... Do you know, you have been in our mind, my brothers and sisters, and our hearts are with you in these days. All the Uyghur nation is with you and you'll never be defeated because you are our bravest, the sharpest, and unshakable brothers! Oh my brothers in Hotan who tamed Taklamakan! Despite your dusty clothes, you are the people with the cleanest hearts! Despite your poverty, you are the strongest in faith. You are not alone and we are with you. Every single Uyghur person concerns about you, their hearts are with you, and they pray for you! God help Uyghurs! Hearts are pleased of Uyghurs. Long live my dear people. Let's get together and overcome the disaster for rebuilding our hometown.",Others,,,
150,IL3_DF_020008_20160429_G00400GLC_segment_12,"During the North Song dynasty, soldiers used to pull off enemy's ears and eat them in battle.",Others,,,
151,IL3_DF_020008_20160429_G00400K1T_segment_71,"Ablikim's thread, uploaded at 23:28, 01/02/2013, was correct. If you capture that thief and take him to the police station, the police would take charge of it, based on their wills.",Others,,,
152,IL3_DF_020007_20140826_G00400ER1_segment_9,"He will be hugely missed by his family and friends. The family are finding it hard to come to terms with this sudden loss and would ask for privacy.""",Others,,,
153,IL3_DF_020007_20150405_G00400E51_segment_116,Hate Aids people except those 10% of people.,Others,,,
154,IL3_WL_031224_20140221_G0040005T_segment_4,"Yes, the earth shook, our land shook. The nation trembled and hearts trembled.",Others,,,
155,IL3_DF_031212_20140219_G0040007R_segment_7,"We are grateful because Allah gave us a trouble rather than a death, gave us a disaster without mourning. We suffered the cold weather, but your love warmed our hearts. From the earthquake, the frightened hearts and the startled eyes felt grateful for your generous love. Your supports and wishes toward us touched our hearts again; however, this is a warm and beloved touch, showing our unity as well as the trust and gratitude of one heart and one mind.",Others,,,
156,IL3_DF_020007_20160105_G004000AK_segment_4,You poured the condom in the Tarim river into my brain. Why did you change the pattern of Uyghur poetry that always praises others?,Others,,,
157,IL3_DF_020007_20150405_G00400E51_segment_29,But some Aids infected people and patients still refuse that free treatment because they believe that cheap medications do not work and free medications therefore do not work at all.,Others,,,
158,IL3_WL_031224_20140221_G0040005T_segment_1,"We stepped into the new year, 2014, with great wishes and fresh hopes. With the active and selfless guidance of our responsible mentors and their hard work, we had positive change in our stock market after the new year and our stock price picked up.",Others,,,
159,IL3_WL_031228_20140215_G0040006G_segment_53,"Similarly, when the philanthropic actions began to emerge one after another, and are even about to reach the level of flaunting q$ o0 e0 p/ e8 a% x their help, what we should do?",Others,,,
160,IL3_DF_020007_20151018_G00400E7Q_segment_49,"In addition to this comment, my suggestion is following: Since the situation is like this, it is not a bad idea to increase sex education while we strengthen the moral education. Is there any other way to keep some people who can not stop some sexual behavior safe other than teaching how to use condom correctly? Anyway, every person will be responsible for what they do in the future. The point is to prevent the disease from being transmitted to others. If the strengthening of moral education worked, this dirty illness would already be diminished.",Others,,,
